Employee ID,StartDate,start_date_parsed,years_of_service,tenure_group,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,dob_parsed,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,engagement_level,Satisfaction Score,Work-Life Balance Score,Training Date,training_date_parsed,Training Program Name,Training Type,Training Outcome,training_success,Training Duration(Days),Training Cost,Age,age_group,flag_under18_at_hire,flag_training_before_hire
3856,17-Mar-23,2023-03-17,3,2-4 yrs,Network Engineer,TNS,Active,Part-Time,ZONE C,Part-Time,Executive office,Wireline Construction,17-05-1994,1994-05-17,MA,Male,Other,Divorced,Pip,3,17-01-2023,5,High,1,4,12-Jul-23,2023-07-12,Technical Skills,External,Completed,1,4,527.6,29,Under 30,0,0
3857,02-Oct-22,2022-10-02,3,2-4 yrs,IT Support,SVG,Active,Contract,ZONE B,Temporary,It/is,Fielders,24-05-1963,1963-05-24,MA,Male,Black,Widowed,Pip,3,18-09-2022,1,Low,1,2,24-Jul-23,2023-07-24,Leadership Development,External,Completed,1,1,601.2,59,50-59,0,0
3859,29-Nov-19,2019-11-29,6,5-9 yrs,IT Support,PL,Active,Full-Time,ZONE B,Part-Time,It/is,Fielders,20-04-1992,1992-04-20,MA,Female,Hispanic,Married,Pip,3,02-08-2023,1,Low,2,5,05-Jun-23,2023-06-05,Communication Skills,External,Completed,1,1,838.69,27,Under 30,0,0
3860,01-Jul-20,2020-07-01,5,5-9 yrs,IT Support,NEL,Active,Contract,ZONE B,Temporary,It/is,Catv,04-01-1996,1996-01-04,MA,Female,Asian,Single,Fully meets,3,26-06-2023,2,Low,4,3,10-Oct-22,2022-10-10,Technical Skills,Internal,Completed,1,4,389.63,24,Under 30,0,0
3861,24-Mar-22,2022-03-24,4,2-4 yrs,Sr. Network Engineer,PL,Active,Full-Time,ZONE C,Part-Time,It/is,General - Con,25-02-1965,1965-02-25,MA,Male,Other,Widowed,Pip,3,19-07-2023,3,Medium,1,5,29-Apr-23,2023-04-29,Project Management,Internal,Passed,1,1,911.36,57,50-59,0,0
3863,07-Jun-19,2019-06-07,6,5-9 yrs,Principal Data Architect,CCDR,Active,Contract,ZONE A,Temporary,It/is,Aerial,19-03-1972,1972-03-19,MA,Female,Other,Single,Pip,3,23-11-2022,4,High,2,1,16-Sep-22,2022-09-16,Leadership Development,Internal,Incomplete,0,5,274.98,47,40-49,0,0
3865,29-Sep-20,2020-09-29,5,5-9 yrs,Network Engineer,MSC,Active,Part-Time,ZONE C,Temporary,Production,Sales & Marketing,03-10-1963,1963-10-03,MA,Male,Asian,Single,Needs improvement,3,26-05-2023,1,Low,4,3,03-Nov-22,2022-11-03,Project Management,External,Completed,1,2,399.26,57,50-59,0,0
3866,04-Sep-20,2020-09-04,5,5-9 yrs,Network Engineer,TNS,Active,Contract,ZONE A,Full-Time,Executive office,Field Operations,09-11-1959,1959-11-09,MA,Male,Other,Divorced,Fully meets,3,16-09-2022,2,Low,1,5,04-Dec-22,2022-12-04,Customer Service,Internal,Incomplete,0,4,993.08,61,60+,0,0
3867,26-Aug-18,2018-08-26,7,5-9 yrs,Network Engineer,PYZ,Active,Part-Time,ZONE B,Full-Time,Executive office,Catv,21-10-1986,1986-10-21,MA,Male,Other,Widowed,Fully meets,3,31-10-2022,5,High,3,3,07-Sep-22,2022-09-07,Communication Skills,External,Failed,0,4,540.57,32,30-39,0,0
3868,17-Aug-19,2019-08-17,6,5-9 yrs,Network Engineer,WBL,Active,Contract,ZONE A,Part-Time,It/is,Finance & Accounting,23-03-2000,2000-03-23,MA,Male,Hispanic,Widowed,Fully meets,3,16-09-2022,3,Medium,1,2,27-Sep-22,2022-09-27,Project Management,Internal,Completed,1,3,272.58,19,Under 30,0,0
3869,25-Sep-19,2019-09-25,6,5-9 yrs,IT Support,NEL,Active,Full-Time,ZONE A,Temporary,It/is,Field Operations,10-06-1977,1977-06-10,MA,Male,Hispanic,Divorced,Fully meets,3,07-01-2023,1,Low,4,2,19-Mar-23,2023-03-19,Project Management,External,Completed,1,2,905.51,42,40-49,0,0
3870,11-Mar-23,2023-03-11,3,2-4 yrs,IT Support,PL,Active,Contract,ZONE B,Temporary,It/is,Project Management - Con,23-11-1966,1966-11-23,MA,Male,Asian,Single,Fully meets,3,13-02-2023,1,Low,5,1,10-Mar-23,2023-03-10,Technical Skills,External,Completed,1,1,919.25,57,50-59,0,1
3871,15-Dec-22,2022-12-15,3,2-4 yrs,IT Support,BPC,Active,Full-Time,ZONE B,Full-Time,It/is,General - Con,05-06-1971,1971-06-05,MA,Female,White,Widowed,Fully meets,3,15-07-2023,4,High,5,2,15-Apr-23,2023-04-15,Technical Skills,External,Completed,1,5,979.98,51,50-59,0,0
3872,10-Aug-18,2018-08-10,7,5-9 yrs,IT Support,CCDR,Active,Contract,ZONE B,Part-Time,It/is,Engineers,08-01-1966,1966-01-08,MA,Female,Asian,Single,Fully meets,3,15-08-2022,5,High,5,3,26-Feb-23,2023-02-26,Communication Skills,Internal,Completed,1,3,499.86,52,50-59,0,0
3873,04-Mar-22,2022-03-04,4,2-4 yrs,Sr. Network Engineer,NEL,Active,Full-Time,ZONE B,Part-Time,It/is,Executive,27-10-1972,1972-10-27,MA,Male,Hispanic,Widowed,Fully meets,3,25-03-2023,3,Medium,4,5,10-Mar-23,2023-03-10,Project Management,Internal,Completed,1,3,598.22,50,50-59,0,0
3874,02-Jun-20,2020-06-02,6,5-9 yrs,Sr. Network Engineer,PL,Active,Part-Time,ZONE C,Part-Time,It/is,General - Con,22-10-1997,1997-10-22,CT,Male,Hispanic,Married,Fully meets,3,01-10-2022,4,High,4,5,03-Oct-22,2022-10-03,Project Management,External,Passed,1,2,421.93,23,Under 30,0,0
3875,29-Jun-21,2021-06-29,4,2-4 yrs,Sr. Network Engineer,BPC,Active,Contract,ZONE A,Temporary,It/is,Underground,23-08-1969,1969-08-23,CT,Male,Asian,Divorced,Fully meets,3,02-02-2023,5,High,5,1,10-Jun-23,2023-06-10,Leadership Development,External,Incomplete,0,2,860.22,52,50-59,0,0
3876,24-Oct-21,2021-10-24,4,2-4 yrs,Principal Data Architect,CCDR,Active,Contract,ZONE C,Temporary,It/is,General - Con,30-05-1954,1954-05-30,MA,Female,Hispanic,Single,Pip,3,07-11-2022,3,Medium,2,5,10-Nov-22,2022-11-10,Leadership Development,External,Failed,0,1,946.23,67,60+,0,0
3877,22-Oct-18,2018-10-22,7,5-9 yrs,Network Engineer,MSC,Active,Part-Time,ZONE A,Full-Time,Executive office,General - Con,21-01-1976,1976-01-21,MA,Male,Asian,Single,Pip,3,30-06-2023,3,Medium,3,4,04-Jun-23,2023-06-04,Communication Skills,External,Passed,1,1,888.55,42,40-49,0,0
3878,08-Sep-18,2018-09-08,7,5-9 yrs,Network Engineer,TNS,Active,Contract,ZONE B,Part-Time,Executive office,Engineers,18-02-1967,1967-02-18,MA,Male,Other,Divorced,Fully meets,3,23-02-2023,4,High,4,1,28-Dec-22,2022-12-28,Customer Service,Internal,Passed,1,5,749.69,51,50-59,0,0
3879,08-Feb-19,2019-02-08,7,5-9 yrs,Network Engineer,PYZ,Active,Full-Time,ZONE C,Part-Time,It/is,Field Operations,13-01-1996,1996-01-13,MA,Male,Hispanic,Married,Fully meets,3,22-12-2022,1,Low,5,2,11-Apr-23,2023-04-11,Project Management,Internal,Incomplete,0,2,613.95,23,Under 30,0,0
3880,29-Mar-21,2021-03-29,5,5-9 yrs,Network Engineer,WBL,Active,Part-Time,ZONE B,Temporary,It/is,General - Con,15-05-1973,1973-05-15,MA,Male,Black,Single,Fully meets,3,18-09-2022,4,High,3,1,25-Sep-22,2022-09-25,Communication Skills,Internal,Completed,1,3,934.92,48,40-49,0,0
3881,19-Jun-19,2019-06-19,6,5-9 yrs,IT Support,NEL,Active,Part-Time,ZONE B,Part-Time,It/is,Field Operations,12-11-1992,1992-11-12,MA,Male,Other,Divorced,Fully meets,3,20-10-2022,5,High,3,5,25-Oct-22,2022-10-25,Project Management,External,Failed,0,3,170.61,27,Under 30,0,0
3883,06-May-22,2022-05-06,4,2-4 yrs,IT Support,BPC,Active,Contract,ZONE B,Full-Time,It/is,Field Operations,16-06-1991,1991-06-16,MA,Female,White,Widowed,Fully meets,3,13-03-2023,2,Low,2,1,05-Jul-23,2023-07-05,Communication Skills,Internal,Incomplete,0,2,842.6,31,30-39,0,0
3884,02-Feb-19,2019-02-02,7,5-9 yrs,IT Support,CCDR,Active,Full-Time,ZONE B,Temporary,It/is,Engineers,27-04-1987,1987-04-27,MA,Female,Black,Widowed,Fully meets,3,30-07-2023,4,High,2,3,17-Sep-22,2022-09-17,Customer Service,External,Passed,1,1,789.88,32,30-39,0,0
3886,12-Oct-18,2018-10-12,7,5-9 yrs,Sr. Network Engineer,MSC,Active,Part-Time,ZONE B,Temporary,It/is,Wireless,06-12-1977,1977-12-06,CT,Male,Other,Single,Fully meets,3,30-08-2022,5,High,2,5,28-Nov-22,2022-11-28,Technical Skills,External,Passed,1,4,298.1,41,40-49,0,0
3889,05-Sep-22,2022-09-05,3,2-4 yrs,Network Engineer,TNS,Active,Contract,ZONE B,Part-Time,Executive office,General - Con,15-10-1982,1982-10-15,MA,Male,Black,Single,Fully meets,3,26-01-2023,2,Low,1,1,02-Aug-23,2023-08-02,Technical Skills,External,Incomplete,0,1,292.8,40,40-49,0,0
3890,19-Jul-22,2022-07-19,3,2-4 yrs,Network Engineer,WBL,Active,Full-Time,ZONE B,Temporary,It/is,General - Con,20-08-1999,1999-08-20,MA,Male,Asian,Divorced,Fully meets,3,24-10-2022,2,Low,3,3,08-Jan-23,2023-01-08,Project Management,External,Completed,1,4,596.62,23,Under 30,0,0
3891,26-May-22,2022-05-26,4,2-4 yrs,Network Engineer,BPC,Active,Full-Time,ZONE C,Temporary,It/is,Engineers,04-07-1960,1960-07-04,MA,Male,Other,Single,Fully meets,3,06-07-2023,3,Medium,2,2,08-Apr-23,2023-04-08,Leadership Development,External,Passed,1,5,774.74,62,60+,0,0
3892,31-Oct-22,2022-10-31,3,2-4 yrs,Network Engineer,CCDR,Active,Full-Time,ZONE A,Full-Time,It/is,Engineers,01-04-1978,1978-04-01,MA,Male,Hispanic,Divorced,Fully meets,3,11-07-2023,5,High,4,2,10-Oct-22,2022-10-10,Technical Skills,External,Completed,1,5,894.59,44,40-49,0,1
3894,29-May-23,2023-05-29,3,2-4 yrs,IT Support,MSC,Active,Full-Time,ZONE A,Full-Time,It/is,Aerial,02-03-1959,1959-03-02,MA,Female,Black,Married,Fully meets,3,14-08-2022,4,High,3,5,02-Dec-22,2022-12-02,Leadership Development,External,Failed,0,4,533.27,64,60+,0,1
3896,13-Aug-19,2019-08-13,6,5-9 yrs,IT Support,PL,Active,Part-Time,ZONE B,Temporary,It/is,Engineers,20-11-1980,1980-11-20,MA,Female,Other,Widowed,Fully meets,3,14-02-2023,5,High,3,1,06-Apr-23,2023-04-06,Technical Skills,Internal,Passed,1,4,293.64,39,30-39,0,0
3897,25-Mar-19,2019-03-25,7,5-9 yrs,Sr. Network Engineer,NEL,Active,Part-Time,ZONE A,Part-Time,It/is,Aerial,31-03-1956,1956-03-31,CT,Female,Black,Married,Fully meets,3,28-02-2023,5,High,4,3,04-Aug-23,2023-08-04,Technical Skills,Internal,Incomplete,0,3,380.61,63,60+,0,0
3900,16-Jun-23,2023-06-16,2,2-4 yrs,Principal Data Architect,CCDR,Active,Contract,ZONE C,Full-Time,It/is,Field Operations,26-09-1995,1995-09-26,MA,Female,Asian,Single,Fully meets,3,09-03-2023,5,High,2,1,02-May-23,2023-05-02,Technical Skills,Internal,Passed,1,5,143.21,28,Under 30,0,1
3901,18-Jun-21,2021-06-18,4,2-4 yrs,Network Engineer,EW,Active,Part-Time,ZONE A,Temporary,Executive office,Project Management - Eng,05-02-1988,1988-02-05,MA,Male,Hispanic,Single,Fully meets,3,10-07-2023,1,Low,2,5,11-May-23,2023-05-11,Customer Service,External,Failed,0,1,876.73,33,30-39,0,0
3902,22-May-23,2023-05-22,3,2-4 yrs,Network Engineer,MSC,Active,Contract,ZONE B,Temporary,Executive office,Wireline Construction,02-06-1964,1964-06-02,MA,Male,Black,Single,Fully meets,3,02-02-2023,3,Medium,1,1,11-Jan-23,2023-01-11,Leadership Development,External,Failed,0,4,768.05,59,50-59,0,1
3903,14-May-19,2019-05-14,7,5-9 yrs,Network Engineer,TNS,Active,Full-Time,ZONE A,Full-Time,It/is,Field Operations,21-07-1993,1993-07-21,MA,Male,Hispanic,Single,Fully meets,3,04-02-2023,1,Low,4,3,01-Jun-23,2023-06-01,Communication Skills,External,Incomplete,0,4,153.15,26,Under 30,0,0
3904,27-Dec-20,2020-12-27,5,5-9 yrs,Network Engineer,PYZ,Active,Contract,ZONE A,Part-Time,It/is,Engineers,03-03-1970,1970-03-03,MA,Male,Asian,Widowed,Fully meets,3,13-09-2022,4,High,4,1,17-Jun-23,2023-06-17,Project Management,External,Passed,1,5,339.73,50,50-59,0,0
3905,04-Aug-20,2020-08-04,5,5-9 yrs,Network Engineer,WBL,Active,Full-Time,ZONE A,Full-Time,It/is,Billable Consultants,08-06-1958,1958-06-08,MA,Female,Black,Widowed,Fully meets,3,12-06-2023,5,High,5,5,18-Dec-22,2022-12-18,Project Management,Internal,Failed,0,3,233.22,62,60+,0,0
3906,25-Aug-20,2020-08-25,5,5-9 yrs,IT Support,NEL,Active,Contract,ZONE C,Temporary,It/is,Wireline Construction,05-09-1975,1975-09-05,MA,Female,Other,Married,Fully meets,3,18-01-2023,3,Medium,2,4,19-Feb-23,2023-02-19,Project Management,Internal,Completed,1,2,735.44,45,40-49,0,0
3907,24-Feb-22,2022-02-24,4,2-4 yrs,IT Support,PL,Active,Full-Time,ZONE A,Temporary,It/is,Engineers,11-07-1964,1964-07-11,MA,Female,White,Married,Fully meets,3,07-03-2023,3,Medium,2,5,06-Dec-22,2022-12-06,Technical Skills,External,Incomplete,0,3,281.7,58,50-59,0,0
3908,06-Aug-19,2019-08-06,6,5-9 yrs,IT Support,BPC,Active,Part-Time,ZONE C,Temporary,It/is,Splicing,11-07-1986,1986-07-11,MA,Female,Black,Married,Needs improvement,3,25-12-2022,2,Low,5,3,20-Sep-22,2022-09-20,Project Management,External,Failed,0,1,489.69,33,30-39,0,0
3910,13-Jul-22,2022-07-13,3,2-4 yrs,Sr. Network Engineer,WBL,Active,Part-Time,ZONE A,Part-Time,It/is,Wireless,22-02-1997,1997-02-22,MA,Female,White,Widowed,Needs improvement,3,29-11-2022,5,High,3,4,07-May-23,2023-05-07,Leadership Development,External,Incomplete,0,5,248.85,25,Under 30,0,0
3914,04-Feb-20,2020-02-04,6,5-9 yrs,Network Engineer,SVG,Active,Contract,ZONE C,Temporary,Executive office,Engineers,22-07-1958,1958-07-22,MA,Male,Other,Single,Exceeds,3,15-03-2023,3,Medium,5,3,24-Feb-23,2023-02-24,Leadership Development,Internal,Failed,0,1,559.86,62,60+,0,0
3915,28-Aug-22,2022-08-28,3,2-4 yrs,Network Engineer,TNS,Active,Contract,ZONE B,Part-Time,It/is,Field Operations,03-05-1991,1991-05-03,MA,Male,Other,Widowed,Fully meets,3,01-02-2023,5,High,3,1,01-Apr-23,2023-04-01,Leadership Development,External,Completed,1,2,602.21,31,30-39,0,0
3916,27-Jun-22,2022-06-27,3,2-4 yrs,Network Engineer,WBL,Active,Part-Time,ZONE C,Temporary,It/is,Project Management - Con,25-05-1964,1964-05-25,MA,Male,Other,Widowed,Fully meets,3,22-03-2023,1,Low,3,1,16-Mar-23,2023-03-16,Communication Skills,External,Passed,1,4,343.6,58,50-59,0,0
3917,19-Dec-19,2019-12-19,6,5-9 yrs,Network Engineer,PYZ,Active,Part-Time,ZONE C,Full-Time,It/is,General - Con,11-04-1993,1993-04-11,MA,Female,Black,Widowed,Exceeds,3,24-09-2022,3,Medium,1,4,28-Mar-23,2023-03-28,Project Management,Internal,Failed,0,3,328.89,26,Under 30,0,0
3918,24-Sep-20,2020-09-24,5,5-9 yrs,Network Engineer,WBL,Active,Contract,ZONE A,Full-Time,It/is,Field Operations,17-06-1960,1960-06-17,MA,Female,Asian,Widowed,Fully meets,3,30-05-2023,3,Medium,3,5,10-Oct-22,2022-10-10,Communication Skills,External,Completed,1,3,701.83,60,60+,0,0
3920,11-Apr-21,2021-04-11,5,5-9 yrs,IT Support,PL,Active,Full-Time,ZONE A,Part-Time,It/is,Field Operations,04-11-1961,1961-11-04,MA,Female,Other,Divorced,Fully meets,3,14-11-2022,2,Low,1,4,04-Jun-23,2023-06-04,Customer Service,Internal,Failed,0,3,809.39,60,60+,0,0
3922,25-Dec-18,2018-12-25,7,5-9 yrs,IT Support,CCDR,Active,Part-Time,ZONE A,Full-Time,It/is,General - Con,04-10-1996,1996-10-04,MA,Female,White,Widowed,Fully meets,3,15-02-2023,5,High,3,1,18-Mar-23,2023-03-18,Communication Skills,External,Incomplete,0,1,629.74,22,Under 30,0,0
3923,25-Dec-21,2021-12-25,4,2-4 yrs,Sr. Network Engineer,WBL,Active,Full-Time,ZONE C,Part-Time,It/is,Aerial,16-03-1955,1955-03-16,MA,Female,Hispanic,Single,Exceeds,3,27-10-2022,2,Low,4,3,27-Dec-22,2022-12-27,Project Management,External,Failed,0,2,378.39,66,60+,0,0
3924,22-May-21,2021-05-22,5,5-9 yrs,Sr. Network Engineer,NEL,Active,Full-Time,ZONE B,Full-Time,It/is,General - Con,27-04-1993,1993-04-27,CT,Male,Other,Widowed,Fully meets,3,07-11-2022,2,Low,4,5,08-Sep-22,2022-09-08,Customer Service,External,Passed,1,2,715.98,28,Under 30,0,0
3927,01-Mar-20,2020-03-01,6,5-9 yrs,Network Engineer,SVG,Active,Contract,ZONE C,Temporary,Executive office,Aerial,12-10-1982,1982-10-12,MA,Male,Other,Single,Fully meets,3,04-05-2023,5,High,4,1,05-Mar-23,2023-03-05,Customer Service,External,Completed,1,2,878.67,38,30-39,0,0
3928,27-Jan-21,2021-01-27,5,5-9 yrs,Network Engineer,TNS,Active,Full-Time,ZONE A,Temporary,It/is,General - Con,11-07-1956,1956-07-11,MA,Male,White,Widowed,Fully meets,3,04-01-2023,4,High,2,1,11-Sep-22,2022-09-11,Leadership Development,Internal,Failed,0,1,799.99,65,60+,0,0
3929,18-Jun-23,2023-06-18,2,2-4 yrs,Network Engineer,WBL,Active,Contract,ZONE C,Part-Time,It/is,Wireline Construction,20-04-1977,1977-04-20,MA,Female,Asian,Married,Fully meets,3,28-10-2022,2,Low,5,2,11-Jul-23,2023-07-11,Technical Skills,Internal,Failed,0,3,617.52,46,40-49,0,0
3930,24-Nov-19,2019-11-24,6,5-9 yrs,Network Engineer,BPC,Active,Contract,ZONE A,Part-Time,It/is,General - Con,09-04-1984,1984-04-09,MA,Female,Asian,Married,Fully meets,3,06-05-2023,4,High,4,4,30-May-23,2023-05-30,Leadership Development,External,Failed,0,5,522.86,35,30-39,0,0
3931,24-Sep-21,2021-09-24,4,2-4 yrs,Network Engineer,CCDR,Active,Part-Time,ZONE A,Temporary,It/is,Engineers,26-06-1960,1960-06-26,MA,Male,Black,Widowed,Fully meets,3,30-09-2022,2,Low,1,5,12-Nov-22,2022-11-12,Customer Service,External,Failed,0,5,685.82,61,60+,0,0
3932,17-Aug-22,2022-08-17,3,2-4 yrs,IT Support,EW,Active,Contract,ZONE B,Full-Time,It/is,General - Eng,21-04-1965,1965-04-21,MA,Female,Black,Single,Fully meets,3,23-06-2023,5,High,5,4,27-Feb-23,2023-02-27,Technical Skills,Internal,Completed,1,5,898.93,57,50-59,0,0
3933,18-Apr-23,2023-04-18,3,2-4 yrs,IT Support,MSC,Active,Contract,ZONE A,Part-Time,It/is,Engineers,21-08-1967,1967-08-21,MA,Female,White,Married,Fully meets,3,27-03-2023,3,Medium,4,5,23-Aug-22,2022-08-23,Communication Skills,Internal,Incomplete,0,1,559.55,56,50-59,0,1
3934,15-Apr-20,2020-04-15,6,5-9 yrs,IT Support,NEL,Active,Full-Time,ZONE C,Temporary,It/is,Executive,03-01-1979,1979-01-03,MA,Female,Asian,Widowed,Fully meets,3,07-04-2023,3,Medium,3,2,16-Feb-23,2023-02-16,Project Management,Internal,Completed,1,5,219.78,41,40-49,0,0
3935,25-Dec-20,2020-12-25,5,5-9 yrs,IT Support,PL,Active,Full-Time,ZONE C,Full-Time,It/is,Aerial,16-11-1993,1993-11-16,MA,Male,White,Widowed,Fully meets,3,05-04-2023,5,High,1,4,16-Jul-23,2023-07-16,Customer Service,Internal,Passed,1,5,223.6,27,Under 30,0,0
3936,21-Jul-22,2022-07-21,3,2-4 yrs,Enterprise Architect,MSC,Terminated,Full-Time,ZONE B,Temporary,It/is,General - Sga,27-06-1998,1998-06-27,CT,Male,Other,Widowed,Fully meets,3,25-03-2023,5,High,3,4,14-May-23,2023-05-14,Communication Skills,Internal,Completed,1,4,283.29,24,Under 30,0,0
3938,20-Apr-20,2020-04-20,6,5-9 yrs,Data Analyst,BPC,Active,Part-Time,ZONE B,Temporary,It/is,Field Operations,28-05-1955,1955-05-28,MA,Female,Hispanic,Married,Fully meets,3,16-12-2022,1,Low,1,1,30-Jul-23,2023-07-30,Technical Skills,External,Completed,1,2,892.83,65,60+,0,0
3939,05-Sep-19,2019-09-05,6,5-9 yrs,Data Analyst,CCDR,Active,Part-Time,ZONE A,Part-Time,It/is,General - Con,04-09-1992,1992-09-04,TX,Male,Black,Married,Fully meets,3,09-01-2023,5,High,2,4,18-May-23,2023-05-18,Technical Skills,Internal,Passed,1,4,318.19,27,Under 30,0,0
3940,11-Aug-19,2019-08-11,6,5-9 yrs,Sr. DBA,EW,Active,Contract,ZONE B,Full-Time,It/is,General - Con,09-08-1958,1958-08-09,MA,Male,Other,Divorced,Fully meets,3,25-12-2022,5,High,4,3,11-Aug-22,2022-08-11,Project Management,External,Failed,0,5,305.31,61,60+,0,0
3941,04-Nov-18,2018-11-04,7,5-9 yrs,Data Analyst,BPC,Active,Full-Time,ZONE B,Temporary,It/is,Field Operations,30-08-1985,1985-08-30,MA,Male,White,Married,Fully meets,3,26-01-2023,2,Low,3,3,13-Sep-22,2022-09-13,Project Management,External,Incomplete,0,5,756.43,33,30-39,0,0
3942,04-Nov-18,2018-11-04,7,5-9 yrs,Principal Data Architect,PYZ,Terminated,Contract,ZONE B,Temporary,It/is,Catv,04-09-1951,1951-09-04,MA,Female,Asian,Married,Pip,3,02-02-2023,3,Medium,4,1,28-Jan-23,2023-01-28,Customer Service,External,Completed,1,5,940.22,67,60+,0,0
3943,27-Jul-19,2019-07-27,6,5-9 yrs,Data Analyst,NEL,Terminated,Part-Time,ZONE A,Part-Time,It/is,General - Eng,04-08-1971,1971-08-04,MA,Male,Black,Single,Fully meets,3,06-08-2022,5,High,2,2,15-May-23,2023-05-15,Communication Skills,External,Failed,0,3,282.37,48,40-49,0,0
3944,21-Dec-20,2020-12-21,5,5-9 yrs,Data Analyst,SVG,Active,Full-Time,ZONE A,Full-Time,It/is,General - Sga,05-07-1997,1997-07-05,MA,Female,White,Single,Fully meets,3,26-02-2023,5,High,3,4,19-Aug-22,2022-08-19,Technical Skills,External,Completed,1,1,627.14,23,Under 30,0,0
3945,25-Jul-22,2022-07-25,3,2-4 yrs,Data Analyst,MSC,Active,Full-Time,ZONE C,Temporary,It/is,Engineers,23-03-1998,1998-03-23,MA,Female,Black,Single,Pip,3,03-01-2023,4,High,4,2,29-Aug-22,2022-08-29,Communication Skills,External,Incomplete,0,2,864.5,24,Under 30,0,0
3946,15-Jun-19,2019-06-15,6,5-9 yrs,Database Administrator,NEL,Active,Contract,ZONE A,Temporary,It/is,Shop (Fleet),20-07-1957,1957-07-20,MA,Female,White,Married,Fully meets,3,23-07-2023,1,Low,3,4,15-Jul-23,2023-07-15,Leadership Development,External,Passed,1,4,981.64,62,60+,0,0
3947,04-Apr-20,2020-04-04,6,5-9 yrs,Database Administrator,EW,Terminated,Full-Time,ZONE B,Full-Time,It/is,Field Operations,03-12-1996,1996-12-03,MA,Female,Hispanic,Married,Fully meets,3,28-07-2023,4,High,3,1,14-Jan-23,2023-01-14,Project Management,Internal,Failed,0,3,456.02,24,Under 30,0,0
3950,12-Jul-23,2023-07-12,2,2-4 yrs,Database Administrator,CCDR,Active,Full-Time,ZONE A,Part-Time,It/is,Fielders,29-01-1989,1989-01-29,MA,Female,Hispanic,Widowed,Fully meets,3,18-10-2022,2,Low,3,5,22-Apr-23,2023-04-22,Technical Skills,Internal,Completed,1,2,119.24,34,30-39,0,1
3951,25-Apr-21,2021-04-25,5,5-9 yrs,Database Administrator,MSC,Terminated,Contract,ZONE A,Temporary,It/is,Wireline Construction,07-09-1961,1961-09-07,MA,Female,Asian,Divorced,Fully meets,3,01-04-2023,4,High,1,3,08-Apr-23,2023-04-08,Project Management,Internal,Completed,1,5,532.41,60,60+,0,0
3953,16-Aug-21,2021-08-16,4,2-4 yrs,Data Analyst,BPC,Active,Full-Time,ZONE B,Full-Time,It/is,General - Eng,22-02-1965,1965-02-22,MA,Female,White,Married,Fully meets,3,16-03-2023,3,Medium,4,4,31-May-23,2023-05-31,Customer Service,Internal,Passed,1,2,779.08,56,50-59,0,0
3955,16-Feb-20,2020-02-16,6,5-9 yrs,Database Administrator,SVG,Active,Contract,ZONE C,Full-Time,It/is,Project Management - Con,28-10-1998,1998-10-28,MA,Female,Hispanic,Married,Fully meets,3,10-06-2023,2,Low,1,1,14-Mar-23,2023-03-14,Technical Skills,External,Failed,0,1,762.36,22,Under 30,0,0
3956,07-Aug-19,2019-08-07,6,5-9 yrs,Database Administrator,EW,Active,Contract,ZONE A,Temporary,It/is,General - Sga,02-01-1997,1997-01-02,TX,Female,Black,Widowed,Fully meets,3,26-09-2022,4,High,5,2,21-Oct-22,2022-10-21,Customer Service,External,Failed,0,4,611.15,22,Under 30,0,0
3957,03-Jan-22,2022-01-03,4,2-4 yrs,Database Administrator,MSC,Active,Contract,ZONE C,Temporary,It/is,Field Operations,02-01-1991,1991-01-02,TX,Female,Other,Divorced,Fully meets,3,07-06-2023,3,Medium,2,4,22-Jun-23,2023-06-22,Communication Skills,Internal,Passed,1,3,724.95,31,30-39,0,0
3958,22-Sep-20,2020-09-22,5,5-9 yrs,Database Administrator,TNS,Active,Part-Time,ZONE C,Full-Time,It/is,Field Operations,18-09-1974,1974-09-18,TX,Female,Hispanic,Married,Pip,3,10-04-2023,5,High,3,1,21-Dec-22,2022-12-21,Technical Skills,Internal,Completed,1,5,332.9,46,40-49,0,0
